Input Start Date,Input End Date,Start Date,End Date,Model Result,Model Sharpe,SPY Buy/Hold Result,SPY Sharpe,SPY Delta
2022-11-07 00:00:00,2023-11-07 00:00:00,2022-11-08 00:00:00,2023-11-07 00:00:00,72.25,2.047381,16.18,1.058117,56.07
2024-03-25 00:00:00,2025-03-25 00:00:00,2024-03-26 00:00:00,2025-03-25 00:00:00,61.63,1.724754,4.66,1.299964,56.97
2023-10-07 00:00:00,2024-10-06 00:00:00,2023-10-10 00:00:00,2024-10-04 00:00:00,90.06,2.574567,25.85,2.638022,64.21
2024-04-07 00:00:00,2025-04-07 00:00:00,2024-04-09 00:00:00,2025-04-07 00:00:00,43.18,1.266092,4.56,1.409803,38.62
2021-11-17 00:00:00,2022-11-17 00:00:00,2021-11-18 00:00:00,2022-11-17 00:00:00,-20.24,-0.550471,-14.8,-0.546748,-5.44
2022-09-19 00:00:00,2023-09-19 00:00:00,2022-09-20 00:00:00,2023-09-19 00:00:00,69.37,1.902271,17.08,0.999255,52.29
2023-05-18 00:00:00,2024-05-17 00:00:00,2023-05-19 00:00:00,2024-05-17 00:00:00,83.05,2.729682,28.31,2.245149,54.74
2024-01-30 00:00:00,2025-01-29 00:00:00,2024-01-31 00:00:00,2025-01-29 00:00:00,123.74,2.837505,12.79,2.317257,110.95
2021-11-27 00:00:00,2022-11-27 00:00:00,2021-11-30 00:00:00,2022-11-25 00:00:00,-22.15,-0.624511,-10.35,-0.339815,-11.8
2022-09-08 00:00:00,2023-09-08 00:00:00,2022-09-09 00:00:00,2023-09-08 00:00:00,71.51,1.919855,11.36,0.691302,60.15
2024-01-05 00:00:00,2025-01-04 00:00:00,2024-01-08 00:00:00,2025-01-03 00:00:00,115.99,2.854702,14.76,2.358968,101.23
2022-04-25 00:00:00,2023-04-25 00:00:00,2022-04-26 00:00:00,2023-04-25 00:00:00,29.23,0.913517,-0.75,0.080512,29.98
2023-03-24 00:00:00,2024-03-23 00:00:00,2023-03-27 00:00:00,2024-03-22 00:00:00,99.79,3.300605,33.36,2.575636,66.43
2023-04-22 00:00:00,2024-04-21 00:00:00,2023-04-25 00:00:00,2024-04-19 00:00:00,74.09,2.53426,23.7,1.911488,50.39
2022-05-13 00:00:00,2023-05-13 00:00:00,2022-05-16 00:00:00,2023-05-12 00:00:00,37.37,1.143541,4.62,0.318303,32.75
2023-02-27 00:00:00,2024-02-27 00:00:00,2023-02-28 00:00:00,2024-02-27 00:00:00,87.89,2.922743,29.87,2.198363,58.02
2022-02-26 00:00:00,2023-02-26 00:00:00,2022-03-01 00:00:00,2023-02-24 00:00:00,1.85,0.229201,-6.32,-0.159101,8.17
2023-01-15 00:00:00,2024-01-15 00:00:00,2023-01-18 00:00:00,2024-01-12 00:00:00,72.36,2.439307,23.61,1.747303,48.75
2024-03-20 00:00:00,2025-03-20 00:00:00,2024-03-21 00:00:00,2025-03-20 00:00:00,56.21,1.601117,3.98,1.099447,52.23
2022-03-08 00:00:00,2023-03-08 00:00:00,2022-03-09 00:00:00,2023-03-08 00:00:00,-0.45,0.168638,-5.15,-0.110549,4.7
2023-08-10 00:00:00,2024-08-09 00:00:00,2023-08-11 00:00:00,2024-08-09 00:00:00,66.93,2.141483,23.15,1.962027,43.78
2024-06-11 00:00:00,2025-06-11 00:00:00,2024-06-12 00:00:00,2025-06-11 00:00:00,73.5,1.772175,0.3,0.289519,73.2
2021-08-16 00:00:00,2022-08-16 00:00:00,2021-08-17 00:00:00,2022-08-16 00:00:00,-6.11,-0.042006,-1.85,0.012409,-4.26
2022-08-23 00:00:00,2023-08-23 00:00:00,2022-08-24 00:00:00,2023-08-23 00:00:00,58.17,1.662016,8.85,0.553653,49.32
2022-10-23 00:00:00,2023-10-23 00:00:00,2022-10-25 00:00:00,2023-10-23 00:00:00,56.17,1.666353,10.95,0.749984,45.22
2024-02-15 00:00:00,2025-02-14 00:00:00,2024-02-16 00:00:00,2025-02-14 00:00:00,123.24,2.880442,9.04,1.878806,114.2
2022-02-25 00:00:00,2023-02-25 00:00:00,2022-02-28 00:00:00,2023-02-24 00:00:00,-0.17,0.172903,-7.75,-0.223072,7.58
2022-04-01 00:00:00,2023-04-01 00:00:00,2022-04-04 00:00:00,2023-03-31 00:00:00,-1.27,0.134262,-8.86,-0.28374,7.59
2023-04-27 00:00:00,2024-04-26 00:00:00,2023-04-28 00:00:00,2024-04-26 00:00:00,78.04,2.586315,23.97,1.93337,54.07
2023-03-31 00:00:00,2024-03-30 00:00:00,2023-04-03 00:00:00,2024-03-28 00:00:00,87.61,3.061385,29.13,2.32411,58.48
2024-02-15 00:00:00,2025-02-14 00:00:00,2024-02-16 00:00:00,2025-02-14 00:00:00,123.24,2.880442,9.04,1.878806,114.2
2021-08-26 00:00:00,2022-08-26 00:00:00,2021-08-27 00:00:00,2022-08-26 00:00:00,-9.65,-0.168855,-8.7,-0.328481,-0.95
2023-12-28 00:00:00,2024-12-27 00:00:00,2023-12-29 00:00:00,2024-12-27 00:00:00,114.5,2.842138,14.59,2.24089,99.91
2023-12-16 00:00:00,2024-12-15 00:00:00,2023-12-19 00:00:00,2024-12-13 00:00:00,102.91,2.684665,14.7,2.156159,88.21
2023-08-16 00:00:00,2024-08-15 00:00:00,2023-08-17 00:00:00,2024-08-15 00:00:00,75.03,2.331257,25.79,2.201353,49.24
2022-04-03 00:00:00,2023-04-03 00:00:00,2022-04-05 00:00:00,2023-04-03 00:00:00,2.21,0.235506,-7.34,-0.213014,9.55
2021-10-18 00:00:00,2022-10-18 00:00:00,2021-10-19 00:00:00,2022-10-18 00:00:00,-22.36,-0.637832,-16.4,-0.675965,-5.96
2022-04-16 00:00:00,2023-04-16 00:00:00,2022-04-19 00:00:00,2023-04-14 00:00:00,8.81,0.41911,-5.75,-0.142184,14.56
2021-08-21 00:00:00,2022-08-21 00:00:00,2021-08-24 00:00:00,2022-08-19 00:00:00,-13.43,-0.30806,-4.43,-0.117151,-9.0
2023-12-15 00:00:00,2024-12-14 00:00:00,2023-12-18 00:00:00,2024-12-13 00:00:00,108.54,2.758893,15.4,2.237679,93.14
2023-09-06 00:00:00,2024-09-05 00:00:00,2023-09-07 00:00:00,2024-09-05 00:00:00,62.39,1.99692,23.37,2.144328,39.02
2022-07-16 00:00:00,2023-07-16 00:00:00,2022-07-19 00:00:00,2023-07-14 00:00:00,78.49,2.020877,16.4,0.902358,62.09
2022-05-04 00:00:00,2023-05-04 00:00:00,2022-05-05 00:00:00,2023-05-04 00:00:00,26.77,0.875214,-0.44,0.089745,27.21
2024-03-01 00:00:00,2025-03-01 00:00:00,2024-03-04 00:00:00,2025-02-28 00:00:00,79.38,2.177307,6.32,1.486593,73.06
2022-12-04 00:00:00,2023-12-04 00:00:00,2022-12-06 00:00:00,2023-12-04 00:00:00,62.36,2.091696,17.79,1.277386,44.57
2022-03-26 00:00:00,2023-03-26 00:00:00,2022-03-29 00:00:00,2023-03-24 00:00:00,-11.99,-0.206428,-12.8,-0.476442,0.81
2022-01-30 00:00:00,2023-01-30 00:00:00,2022-02-01 00:00:00,2023-01-30 00:00:00,-4.61,0.040133,-10.12,-0.325728,5.51
2022-10-15 00:00:00,2023-10-15 00:00:00,2022-10-18 00:00:00,2023-10-13 00:00:00,72.72,1.999527,18.1,1.145487,54.62
2021-10-05 00:00:00,2022-10-05 00:00:00,2021-10-06 00:00:00,2022-10-05 00:00:00,-18.89,-0.500718,-11.98,-0.465274,-6.91
2022-07-31 00:00:00,2023-07-31 00:00:00,2022-08-02 00:00:00,2023-07-31 00:00:00,68.27,1.868934,14.02,0.800673,54.25
2023-06-12 00:00:00,2024-06-11 00:00:00,2023-06-13 00:00:00,2024-06-11 00:00:00,85.63,2.841399,24.75,2.030282,60.88
2022-06-01 00:00:00,2023-06-01 00:00:00,2022-06-02 00:00:00,2023-06-01 00:00:00,46.44,1.345711,2.77,0.235854,43.67
2022-01-09 00:00:00,2023-01-09 00:00:00,2022-01-11 00:00:00,2023-01-09 00:00:00,-19.27,-0.441874,-16.09,-0.606125,-3.18
2023-04-24 00:00:00,2024-04-23 00:00:00,2023-04-25 00:00:00,2024-04-23 00:00:00,77.98,2.616545,26.32,2.072112,51.66
2022-09-15 00:00:00,2023-09-15 00:00:00,2022-09-16 00:00:00,2023-09-15 00:00:00,74.88,2.008491,16.8,0.98319,58.08
2024-05-07 00:00:00,2025-05-07 00:00:00,2024-05-08 00:00:00,2025-05-07 00:00:00,73.96,1.720162,4.99,2.368702,68.97
2024-02-25 00:00:00,2025-02-24 00:00:00,2024-02-27 00:00:00,2025-02-24 00:00:00,89.1,2.376593,7.44,1.683653,81.66
2022-03-12 00:00:00,2023-03-12 00:00:00,2022-03-15 00:00:00,2023-03-10 00:00:00,0.96,0.209032,-7.98,-0.242328,8.94
2023-06-25 00:00:00,2024-06-24 00:00:00,2023-06-27 00:00:00,2024-06-24 00:00:00,85.76,2.859646,26.17,2.159491,59.59
2022-03-10 00:00:00,2023-03-10 00:00:00,2022-03-11 00:00:00,2023-03-10 00:00:00,4.59,0.305416,-6.64,-0.177242,11.23
2023-12-30 00:00:00,2024-12-29 00:00:00,2024-01-03 00:00:00,2024-12-27 00:00:00,119.32,2.925125,16.18,2.502671,103.14
2024-07-16 00:00:00,2025-07-16 00:00:00,2024-07-17 00:00:00,2025-07-16 00:00:00,102.23,2.197428,-2.82,-7.53962,105.05
2023-11-23 00:00:00,2024-11-22 00:00:00,2023-11-27 00:00:00,2024-11-22 00:00:00,132.2,3.02664,20.33,2.676193,111.87
2021-11-20 00:00:00,2022-11-20 00:00:00,2021-11-23 00:00:00,2022-11-18 00:00:00,-20.64,-0.561187,-14.13,-0.516174,-6.51
2023-02-03 00:00:00,2024-02-03 00:00:00,2023-02-06 00:00:00,2024-02-02 00:00:00,67.71,2.443735,22.46,1.697391,45.25
2022-03-03 00:00:00,2023-03-03 00:00:00,2022-03-04 00:00:00,2023-03-03 00:00:00,2.96,0.261995,-4.96,-0.097453,7.92
2021-09-22 00:00:00,2022-09-22 00:00:00,2021-09-23 00:00:00,2022-09-22 00:00:00,-16.8,-0.431619,-14.28,-0.60295,-2.52
2021-12-03 00:00:00,2022-12-03 00:00:00,2021-12-06 00:00:00,2022-12-02 00:00:00,-19.71,-0.49841,-9.97,-0.31798,-9.74
2022-10-21 00:00:00,2023-10-21 00:00:00,2022-10-24 00:00:00,2023-10-20 00:00:00,61.48,1.766408,12.92,0.860315,48.56
2022-10-12 00:00:00,2023-10-12 00:00:00,2022-10-13 00:00:00,2023-10-12 00:00:00,79.37,2.099265,20.36,1.235019,59.01
2021-10-18 00:00:00,2022-10-18 00:00:00,2021-10-19 00:00:00,2022-10-18 00:00:00,-22.36,-0.637832,-16.4,-0.675965,-5.96
2021-10-23 00:00:00,2022-10-23 00:00:00,2021-10-26 00:00:00,2022-10-21 00:00:00,-22.44,-0.644429,-16.67,-0.687293,-5.77
2022-09-25 00:00:00,2023-09-25 00:00:00,2022-09-27 00:00:00,2023-09-25 00:00:00,70.07,1.888226,20.82,1.19121,49.25
2024-05-07 00:00:00,2025-05-07 00:00:00,2024-05-08 00:00:00,2025-05-07 00:00:00,73.96,1.720162,4.99,2.368702,68.97
2022-06-29 00:00:00,2023-06-29 00:00:00,2022-06-30 00:00:00,2023-06-29 00:00:00,81.77,2.04239,18.03,0.957826,63.74
2023-02-19 00:00:00,2024-02-19 00:00:00,2023-02-22 00:00:00,2024-02-16 00:00:00,85.85,2.933849,27.24,2.056327,58.61
2024-01-30 00:00:00,2025-01-29 00:00:00,2024-01-31 00:00:00,2025-01-29 00:00:00,123.74,2.837505,12.79,2.317257,110.95
2022-12-21 00:00:00,2023-12-21 00:00:00,2022-12-22 00:00:00,2023-12-21 00:00:00,82.17,2.597562,26.05,1.8254,56.12
2021-10-18 00:00:00,2022-10-18 00:00:00,2021-10-19 00:00:00,2022-10-18 00:00:00,-22.36,-0.637832,-16.4,-0.675965,-5.96
2024-03-10 00:00:00,2025-03-10 00:00:00,2024-03-12 00:00:00,2025-03-10 00:00:00,65.3,1.879848,5.4,1.374679,59.9
2024-02-19 00:00:00,2025-02-18 00:00:00,2024-02-21 00:00:00,2025-02-18 00:00:00,129.57,3.008204,9.54,2.001873,120.03
2022-12-02 00:00:00,2023-12-02 00:00:00,2022-12-05 00:00:00,2023-12-01 00:00:00,58.75,1.992729,16.7,1.203459,42.05
2021-09-29 00:00:00,2022-09-29 00:00:00,2021-09-30 00:00:00,2022-09-29 00:00:00,-16.28,-0.403682,-14.18,-0.592025,-2.1
2024-07-07 00:00:00,2025-07-07 00:00:00,2024-07-09 00:00:00,2025-07-07 00:00:00,97.54,2.080358,-2.62,-3.553779,100.16
2022-01-22 00:00:00,2023-01-22 00:00:00,2022-01-25 00:00:00,2023-01-20 00:00:00,-0.59,0.16578,-7.4,-0.199147,6.81
2023-03-10 00:00:00,2024-03-09 00:00:00,2023-03-13 00:00:00,2024-03-08 00:00:00,105.98,3.335147,34.81,2.57837,71.17
2022-04-13 00:00:00,2023-04-13 00:00:00,2022-04-14 00:00:00,2023-04-13 00:00:00,10.02,0.452202,-3.96,-0.059064,13.98
2023-07-14 00:00:00,2024-07-13 00:00:00,2023-07-17 00:00:00,2024-07-12 00:00:00,68.87,2.453659,25.95,2.148117,42.92
2024-04-01 00:00:00,2025-04-01 00:00:00,2024-04-02 00:00:00,2025-04-01 00:00:00,57.76,1.619275,4.65,1.348509,53.11
2022-11-21 00:00:00,2023-11-21 00:00:00,2022-11-22 00:00:00,2023-11-21 00:00:00,68.02,2.120378,15.13,1.063739,52.89
2024-02-03 00:00:00,2025-02-02 00:00:00,2024-02-06 00:00:00,2025-01-31 00:00:00,123.1,2.828094,10.26,1.964093,112.84
2022-01-11 00:00:00,2023-01-11 00:00:00,2022-01-12 00:00:00,2023-01-11 00:00:00,-16.83,-0.359023,-14.67,-0.533703,-2.16
2022-12-19 00:00:00,2023-12-19 00:00:00,2022-12-20 00:00:00,2023-12-19 00:00:00,81.73,2.584564,26.68,1.856645,55.05
2023-10-17 00:00:00,2024-10-16 00:00:00,2023-10-18 00:00:00,2024-10-16 00:00:00,112.27,2.969113,27.12,2.847922,85.15
2021-12-22 00:00:00,2022-12-22 00:00:00,2021-12-23 00:00:00,2022-12-22 00:00:00,-22.75,-0.599726,-17.79,-0.692463,-4.96
2024-06-13 00:00:00,2025-06-13 00:00:00,2024-06-14 00:00:00,2025-06-13 00:00:00,75.29,1.80221,0.04,0.08696,75.25
2022-06-14 00:00:00,2023-06-14 00:00:00,2022-06-15 00:00:00,2023-06-14 00:00:00,80.34,1.970905,17.24,0.896282,63.1
2024-03-12 00:00:00,2025-03-12 00:00:00,2024-03-13 00:00:00,2025-03-12 00:00:00,54.44,1.578834,5.56,1.422506,48.88
2022-04-06 00:00:00,2023-04-06 00:00:00,2022-04-07 00:00:00,2023-04-06 00:00:00,5.0,0.315638,-7.27,-0.209731,12.27
2022-03-15 00:00:00,2023-03-15 00:00:00,2022-03-16 00:00:00,2023-03-15 00:00:00,-3.3,0.084326,-9.19,-0.299251,5.89
2022-03-25 00:00:00,2023-03-25 00:00:00,2022-03-28 00:00:00,2023-03-24 00:00:00,-5.83,-0.000379,-11.72,-0.421368,5.89
2024-05-10 00:00:00,2025-05-10 00:00:00,2024-05-13 00:00:00,2025-05-09 00:00:00,84.96,1.853325,4.24,2.098545,80.72
2022-05-12 00:00:00,2023-05-12 00:00:00,2022-05-13 00:00:00,2023-05-12 00:00:00,36.17,1.093357,4.19,0.298768,31.98
2023-11-10 00:00:00,2024-11-09 00:00:00,2023-11-13 00:00:00,2024-11-08 00:00:00,120.21,2.889393,24.24,2.972469,95.97
2024-02-14 00:00:00,2025-02-13 00:00:00,2024-02-15 00:00:00,2025-02-13 00:00:00,110.15,2.737259,8.5,1.760176,101.65
2023-05-22 00:00:00,2024-05-21 00:00:00,2023-05-23 00:00:00,2024-05-21 00:00:00,93.61,2.952922,30.18,2.385357,63.43
2022-09-01 00:00:00,2023-09-01 00:00:00,2022-09-02 00:00:00,2023-09-01 00:00:00,83.96,2.138748,16.91,0.957305,67.05
2022-06-07 00:00:00,2023-06-07 00:00:00,2022-06-08 00:00:00,2023-06-07 00:00:00,53.94,1.502482,5.49,0.361648,48.45
2024-05-27 00:00:00,2025-05-27 00:00:00,2024-05-29 00:00:00,2025-05-27 00:00:00,75.18,1.77776,3.21,1.979145,71.97
2022-08-24 00:00:00,2023-08-24 00:00:00,2022-08-25 00:00:00,2023-08-24 00:00:00,57.83,1.65795,5.84,0.401236,51.99
2021-11-12 00:00:00,2022-11-12 00:00:00,2021-11-15 00:00:00,2022-11-11 00:00:00,-19.38,-0.52632,-13.45,-0.483464,-5.93
2022-02-12 00:00:00,2023-02-12 00:00:00,2022-02-15 00:00:00,2023-02-10 00:00:00,-2.75,0.095742,-7.05,-0.188613,4.3
2024-07-18 00:00:00,2025-07-18 00:00:00,2024-07-19 00:00:00,2025-07-18 00:00:00,113.12,2.323042,-1.41,-4.411163,114.53
2023-06-09 00:00:00,2024-06-08 00:00:00,2023-06-12 00:00:00,2024-06-07 00:00:00,86.2,2.853032,24.88,2.04208,61.32
2024-04-16 00:00:00,2025-04-16 00:00:00,2024-04-17 00:00:00,2025-04-16 00:00:00,66.94,1.602026,8.48,2.880076,58.46
2023-04-22 00:00:00,2024-04-21 00:00:00,2023-04-25 00:00:00,2024-04-19 00:00:00,74.09,2.53426,23.7,1.911488,50.39
2022-04-08 00:00:00,2023-04-08 00:00:00,2022-04-11 00:00:00,2023-04-06 00:00:00,10.13,0.454058,-5.41,-0.125222,15.54
2022-08-12 00:00:00,2023-08-12 00:00:00,2022-08-15 00:00:00,2023-08-11 00:00:00,43.35,1.362875,5.61,0.389343,37.74
2023-05-23 00:00:00,2024-05-22 00:00:00,2023-05-24 00:00:00,2024-05-22 00:00:00,94.65,2.971073,30.75,2.428945,63.9
2023-11-10 00:00:00,2024-11-09 00:00:00,2023-11-13 00:00:00,2024-11-08 00:00:00,120.21,2.889393,24.24,2.972469,95.97
2023-09-02 00:00:00,2024-09-01 00:00:00,2023-09-06 00:00:00,2024-08-30 00:00:00,69.67,2.205836,22.99,2.107575,46.68
2021-10-22 00:00:00,2022-10-22 00:00:00,2021-10-25 00:00:00,2022-10-21 00:00:00,-21.2,-0.589498,-16.59,-0.681955,-4.61
2021-11-24 00:00:00,2022-11-24 00:00:00,2021-11-26 00:00:00,2022-11-23 00:00:00,-19.96,-0.53529,-10.99,-0.366717,-8.97
2024-04-01 00:00:00,2025-04-01 00:00:00,2024-04-02 00:00:00,2025-04-01 00:00:00,57.76,1.619275,4.65,1.348509,53.11
2023-02-13 00:00:00,2024-02-13 00:00:00,2023-02-14 00:00:00,2024-02-13 00:00:00,71.92,2.574782,21.56,1.643474,50.36
2023-11-10 00:00:00,2024-11-09 00:00:00,2023-11-13 00:00:00,2024-11-08 00:00:00,120.21,2.889393,24.24,2.972469,95.97
2022-07-15 00:00:00,2023-07-15 00:00:00,2022-07-18 00:00:00,2023-07-14 00:00:00,85.65,2.121672,19.55,1.033917,66.1
2021-08-20 00:00:00,2022-08-20 00:00:00,2021-08-23 00:00:00,2022-08-19 00:00:00,-12.94,-0.283296,-4.27,-0.109187,-8.67
2023-05-20 00:00:00,2024-05-19 00:00:00,2023-05-23 00:00:00,2024-05-17 00:00:00,89.15,2.868909,29.71,2.363153,59.44
2023-01-18 00:00:00,2024-01-18 00:00:00,2023-01-19 00:00:00,2024-01-18 00:00:00,75.49,2.510495,24.47,1.791905,51.02
2023-01-31 00:00:00,2024-01-31 00:00:00,2023-02-01 00:00:00,2024-01-31 00:00:00,66.97,2.401125,19.33,1.480502,47.64
2023-10-01 00:00:00,2024-09-30 00:00:00,2023-10-03 00:00:00,2024-09-30 00:00:00,95.41,2.690681,29.72,2.914227,65.69
2024-06-01 00:00:00,2025-06-01 00:00:00,2024-06-04 00:00:00,2025-05-30 00:00:00,79.6,1.856767,2.76,1.87363,76.84
2023-09-20 00:00:00,2024-09-19 00:00:00,2023-09-21 00:00:00,2024-09-19 00:00:00,89.07,2.537445,26.77,2.549275,62.3
2021-09-18 00:00:00,2022-09-18 00:00:00,2021-09-21 00:00:00,2022-09-16 00:00:00,-14.55,-0.335936,-9.74,-0.367761,-4.81
2024-01-27 00:00:00,2025-01-26 00:00:00,2024-01-30 00:00:00,2025-01-24 00:00:00,126.4,2.95204,10.95,1.953883,115.45
2022-09-19 00:00:00,2023-09-19 00:00:00,2022-09-20 00:00:00,2023-09-19 00:00:00,69.37,1.902271,17.08,0.999255,52.29
2023-11-07 00:00:00,2024-11-06 00:00:00,2023-11-08 00:00:00,2024-11-06 00:00:00,100.76,2.684264,25.07,2.984524,75.69
